"id";"created";"status";"data";"owner_id"
74;"2018-01-28 17:32:55.852601";1;"{""choice_id"": 16, ""compared_id"": [17], ""choice_slogan"": ""Test your subconscious!"", ""compared_slogan"": [""How does your memory stack up to others?""]}";7
75;"2018-01-28 17:32:56.787560";1;"{""choice_id"": 15, ""compared_id"": [13], ""choice_slogan"": ""Can you decode an alien language?"", ""compared_slogan"": [""Can you predict the weather?""]}";7
76;"2018-01-28 17:32:57.736335";1;"{""choice_id"": 18, ""compared_id"": [16], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Test your subconscious!""]}";7
77;"2018-01-28 17:33:38.735152";1;"{""choice_id"": 13, ""compared_id"": [16], ""choice_slogan"": ""Can you predict the weather?"", ""compared_slogan"": [""Test your subconscious!""]}";7
78;"2018-01-28 17:33:40.233635";1;"{""choice_id"": 14, ""compared_id"": [15], ""choice_slogan"": ""Help us build a roadmap of memory!"", ""compared_slogan"": [""Can you decode an alien language?""]}";7
79;"2018-01-28 17:33:42.875707";1;"{""choice_id"": 18, ""compared_id"": [17], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""How does your memory stack up to others?""]}";7
80;"2018-01-28 17:33:45.139297";1;"{""choice_id"": 13, ""compared_id"": [14], ""choice_slogan"": ""Can you predict the weather?"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";7
81;"2018-01-28 17:33:46.536861";1;"{""choice_id"": 17, ""compared_id"": [15], ""choice_slogan"": ""How does your memory stack up to others?"", ""compared_slogan"": [""Can you decode an alien language?""]}";7
82;"2018-01-28 17:33:47.835157";1;"{""choice_id"": 17, ""compared_id"": [13], ""choice_slogan"": ""How does your memory stack up to others?"", ""compared_slogan"": [""Can you predict the weather?""]}";7
83;"2018-01-28 17:33:48.684552";1;"{""choice_id"": 16, ""compared_id"": [15], ""choice_slogan"": ""Test your subconscious!"", ""compared_slogan"": [""Can you decode an alien language?""]}";7
84;"2018-01-28 17:33:50.501161";1;"{""choice_id"": 14, ""compared_id"": [16], ""choice_slogan"": ""Help us build a roadmap of memory!"", ""compared_slogan"": [""Test your subconscious!""]}";7
85;"2018-01-28 17:33:51.368409";1;"{""choice_id"": 18, ""compared_id"": [13], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Can you predict the weather?""]}";7
86;"2018-01-28 17:33:52.318260";1;"{""choice_id"": 18, ""compared_id"": [14], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";7
87;"2018-01-28 17:33:55.987680";1;"{""choice_id"": 1, ""compared_id"": [3], ""choice_slogan"": ""Are you a super color perceiver?"", ""compared_slogan"": [""Discover the kaleidoscope in your eyes!""]}";7
88;"2018-01-28 17:33:56.822953";1;"{""choice_id"": 4, ""compared_id"": [2], ""choice_slogan"": ""Help us discover how people see color differently!"", ""compared_slogan"": [""What countries see more colorfully?""]}";7
89;"2018-01-28 17:33:57.935944";1;"{""choice_id"": 3, ""compared_id"": [5], ""choice_slogan"": ""Discover the kaleidoscope in your eyes!"", ""compared_slogan"": [""Do you see colors like others?""]}";7
90;"2018-01-28 17:33:59.502987";1;"{""choice_id"": 6, ""compared_id"": [1], ""choice_slogan"": ""Shine a light on vision research!"", ""compared_slogan"": [""Are you a super color perceiver?""]}";7
91;"2018-01-28 17:34:00.931508";1;"{""choice_id"": 1, ""compared_id"": [5], ""choice_slogan"": ""Are you a super color perceiver?"", ""compared_slogan"": [""Do you see colors like others?""]}";7
92;"2018-01-28 17:34:02.116438";1;"{""choice_id"": 4, ""compared_id"": [6], ""choice_slogan"": ""Help us discover how people see color differently!"", ""compared_slogan"": [""Shine a light on vision research!""]}";7
93;"2018-01-28 17:34:03.146751";1;"{""choice_id"": 4, ""compared_id"": [5], ""choice_slogan"": ""Help us discover how people see color differently!"", ""compared_slogan"": [""Do you see colors like others?""]}";7
94;"2018-01-28 17:34:04.390215";1;"{""choice_id"": 2, ""compared_id"": [5], ""choice_slogan"": ""What countries see more colorfully?"", ""compared_slogan"": [""Do you see colors like others?""]}";7
95;"2018-01-28 17:34:32.463788";1;"{""choice_id"": 3, ""compared_id"": [2], ""choice_slogan"": ""Discover the kaleidoscope in your eyes!"", ""compared_slogan"": [""What countries see more colorfully?""]}";7
96;"2018-01-28 17:34:33.525191";1;"{""choice_id"": 3, ""compared_id"": [4], ""choice_slogan"": ""Discover the kaleidoscope in your eyes!"", ""compared_slogan"": [""Help us discover how people see color differently!""]}";7
97;"2018-01-28 17:34:34.452335";1;"{""choice_id"": 1, ""compared_id"": [4], ""choice_slogan"": ""Are you a super color perceiver?"", ""compared_slogan"": [""Help us discover how people see color differently!""]}";7
98;"2018-01-28 17:34:35.307572";1;"{""choice_id"": 1, ""compared_id"": [2], ""choice_slogan"": ""Are you a super color perceiver?"", ""compared_slogan"": [""What countries see more colorfully?""]}";7
99;"2018-01-28 17:34:36.028327";1;"{""choice_id"": 6, ""compared_id"": [3], ""choice_slogan"": ""Shine a light on vision research!"", ""compared_slogan"": [""Discover the kaleidoscope in your eyes!""]}";7
100;"2018-01-28 17:34:36.928368";1;"{""choice_id"": 6, ""compared_id"": [5], ""choice_slogan"": ""Shine a light on vision research!"", ""compared_slogan"": [""Do you see colors like others?""]}";7
101;"2018-01-28 17:34:38.049828";1;"{""choice_id"": 2, ""compared_id"": [6], ""choice_slogan"": ""What countries see more colorfully?"", ""compared_slogan"": [""Shine a light on vision research!""]}";7
102;"2018-01-28 17:34:40.062216";1;"{""study_id"": 1, ""newSlogan"": """"}";7
103;"2018-01-28 17:34:51.950516";1;"{""cheated"": ""True"", ""comments"": """", ""difficulties"": ""True"", ""newStudyAndSlogan"": """"}";7
